-32.202924,-64.404945
47.867077,17.470493
-37.766372,145.141754
46.639301,30.785408
10.479372,-84.693432
47.409968,12.900009
59.637472,11.272659
47.483221,13.189259
14.493688,-61.013432
40.903783,0.490866
47.609519,12.852459
36.894037,-111.407890
46.257746,8.838158
43.269159,-2.933736
43.337255,17.815200
-16.500000,-151.750000
62.226676,6.108742
43.064389,11.616282
-52.430295,-59.070311
45.922199,1.314712
47.535341,18.239279
-20.552438,-67.549438
37.871500,139.011619
52.242353,21.035728
56.081999,160.587502
46.245801,8.024461
43.321353,-79.798197
-46.647138,-72.607527
37.909669,139.243813
54.025419,159.480114
39.852352,2.805762
41.068821,-8.659008
43.245140,-1.806951
51.665741,7.706180
65.829148,44.215508
37.312154,-113.047771
39.349166,-0.323882
68.908534,24.373169
51.445890,-0.275195
48.853891,2.336990
-36.817685,175.699196
-62.485684,-59.683228
36.461537,25.376015
47.842773,17.504482
36.995972,-112.005315
-3.818353,36.046829
44.519888,-124.077530
8.428840,98.471628
46.681229,9.675007
59.663926,10.771065
39.349166,-0.323882
49.342559,12.113349
16.111297,-91.677904
51.327608,-116.175613
62.686749,9.412537
24.962716,110.454826
-39.809583,-73.241998
47.815575,12.850227
48.385898,-124.726700
4.038162,72.920637
55.679762,12.591190
40.904172,0.493140
50.487112,9.908917
1.286973,103.853851
55.773532,-3.986835
47.875426,15.964594
47.748558,17.521820
40.294560,-105.654080
42.976199,-2.909800
47.854408,17.521133
-22.787696,-67.819161
47.587873,17.684383
21.169045,94.860935
47.457576,17.481651
-35.304724,148.662905
40.195299,44.483900
48.793465,8.500500
46.851269,16.391602
45.507640,-75.912872
29.966721,31.133537
43.405079,5.054559
38.069312,138.423271
45.434053,12.336917
37.449787,139.047089
37.594104,-0.739861
47.318578,18.207092
47.312642,5.168552
-37.819616,144.968119
36.911608,137.831554
-33.848588,151.209834
42.011550,21.077271
44.475020,-110.843537
35.877298,76.732550
37.811411,-119.495888
52.594393,4.864798
-33.851702,151.216968
33.347316,-115.729235
46.639301,30.785751
47.776425,17.507057
51.095841,-114.481916
44.610146,6.055870
36.797775,21.952747
55.772808,-3.989239
39.612565,-0.476360
55.753033,37.621951
45.433364,12.340747
-24.729370,15.408325
43.273659,11.988916
37.726398,138.789682
25.140312,55.187416
51.325946,-116.177502
47.744540,13.068817
35.377294,138.727455
46.471044,11.557188
31.355662,-9.799418
12.522579,-69.930505
47.521142,10.591164
41.198451,-2.874470
42.951240,-2.324982
48.489947,7.949853
45.955625,13.965683
-9.071585,-77.640553
47.877556,15.965366
43.033953,-2.780957
46.841583,8.410742
37.602196,138.871393
-24.545249,-67.361984
46.663398,-1.901300
47.555040,13.649054
45.069925,7.677534
43.005338,-2.775679
43.418889,142.426586
-39.821285,-73.227739
42.006671,21.075597
29.161137,-13.439734
41.898540,12.476842
59.664143,10.771322
43.589468,15.919275
36.976810,-110.094552
-24.730656,15.289364
49.082510,0.596437
43.299447,-79.793916
42.007532,21.077871
36.498597,126.333847
39.743626,21.616974
47.562396,13.055191
-13.165304,-72.545900
70.295137,30.906601
47.866667,17.466667
51.048544,-114.087481
51.328091,-116.177673
-49.381814,-72.422905
66.247365,28.599129
63.954261,-17.512207
36.112778,-115.174227
37.018248,-3.983274
46.340336,13.650362
38.282391,139.895782
64.762124,-18.132935
51.500969,-0.121665
42.951271,-2.324831
50.106075,19.952137
46.620436,14.284313
55.020727,-1.420702
-20.180046,-67.876625
52.218099,6.177192
37.930016,139.057925
-27.125567,-109.276510
37.599544,-1.331406
24.095443,32.887723
43.308816,-70.563126
51.501169,3.479254
45.723008,6.999636
36.970810,-110.091248
47.409038,18.001614
47.775560,17.522507
47.770960,10.620818
-37.770104,145.143299
46.410227,11.575298
50.086597,14.410307
47.390912,17.980499
55.390130,-5.663366
-20.439882,-67.539825
38.311760,138.461380
46.622326,14.294415
36.882641,-111.510887
38.211420,-119.013970
41.960958,21.138296
69.962616,23.229733
39.095030,-106.948385
39.392428,-9.286709
47.837127,17.511692
43.372309,16.922604
47.670589,15.539217
52.885706,-131.682816
42.550551,27.557831
31.156408,-3.985291
33.715202,8.358536
10.643400,-85.046539
11.802834,-66.774902
37.935804,-1.211929
45.490615,12.489095
40.283192,-105.664272
43.507102,4.451180
47.521374,17.698631
52.113681,6.110770
40.904204,0.493269
68.239368,14.256134
41.578599,2.191944
51.644708,57.886791
47.349408,17.808323
47.261058,17.724380
78.179588,15.314941
-37.759859,145.128708
52.253852,21.011347
-23.758010,-67.798347
46.054173,10.966415
42.007692,21.075296
60.563101,6.998119
47.915997,15.934725
62.636926,6.453094
46.360671,14.084473
37.601771,-119.084823
70.075649,29.815350
46.461257,11.337290
53.496828,158.595543
44.851975,15.599556
47.565060,17.625675
46.850095,16.385422
40.689229,-74.042444
36.878728,-111.391668
46.544694,7.976074
-26.989624,-48.628750
48.453409,7.887470
45.485966,12.416686
50.846658,4.352152
51.448565,-0.279776
-33.718234,150.363181
32.797448,-106.259680
3.845837,73.454686
10.410917,-75.539761
37.756669,138.801785
36.427576,25.427610
37.735290,-119.609270
37.723512,-119.623947
-34.196443,18.450642
-5.724799,39.311485
-25.326959,131.054878
61.664788,6.887054
47.760445,17.517700
37.711410,138.862553
42.255205,8.640404
37.925514,22.997131
38.744118,-109.499032
40.905015,0.495501
41.593702,1.840060
59.644760,11.278152
-26.540052,153.097685
47.015670,7.381070
47.634164,13.911953
37.828497,138.857231
1.288897,103.855486
47.660994,17.784977
-37.774785,145.137978
27.904631,86.826496
41.905695,12.454505
-50.009063,-73.264389
20.208079,-12.734528
47.575035,8.521459
50.287009,7.663361
45.485365,12.420173
43.312314,3.471251
47.557827,-0.500618
44.528271,-73.475790
52.834299,-131.616211
52.678620,-118.052559
40.904091,0.492368
36.755665,22.574501
-60.705448,-45.703125
49.298711,12.070885
59.946930,30.317802
48.889175,2.247775
37.562405,22.792425
42.493436,-2.579153
47.664809,17.627563
11.089976,119.670467
46.513176,6.946986
60.564197,6.998978
47.545220,12.973351
36.262849,-112.709148
22.279794,113.935831
47.645846,17.598467
47.632545,17.562933
47.646887,17.807121
59.680146,-151.426835
47.577684,18.273354
69.962969,23.234882
47.567956,18.213100
36.993299,-112.007847
51.848929,15.746498
40.904318,0.493505
40.687472,-74.039698
43.818234,7.773911
-20.889688,25.830574
39.456143,-0.352764
46.942762,17.417107
25.215347,110.342388
-14.974528,-148.098224
1.288907,103.855219
27.172871,78.042165
45.438213,12.335946
52.456836,13.158177
47.551274,13.652229
